TPL_names,Standardized_names,invasion_status,TPL_Author,TPL_names.withAuthor,match_type,multiple_matches,match_similarity,match_edit_distance,wcvp_id,wcvp_name,wcvp_authors,wcvp_rank,wcvp_status,wcvp_homotypic,wcvp_ipni_id,wcvp_accepted_id,wcvp_author_edit_distance,wcvp_author_lcs,min_record_year_cvh,...21,resolved_match_type,ipni_id,taxon_rank,taxon_status,family,genus_hybrid,genus,species_hybrid,species,infraspecific_rank,infraspecies,parenthetical_author,primary_author,publication_author,place_of_publication,volume_and_page,first_published,nomenclatural_remarks,geographic_area,lifeform_description,climate_description,taxon_name,taxon_authors,accepted_plant_name_id,basionym_plant_name_id,replaced_synonym_author,homotypic_synonym,parent_plant_name_id,powo_id,hybrid_formula,reviewed,keep,c_score,s_score,r_score,wcup_eco_use_AF,wcup_eco_use_EU,wcup_eco_use_FU,wcup_eco_use_GS,wcup_eco_use_HF,wcup_eco_use_IF,wcup_eco_use_MA,wcup_eco_use_ME,wcup_eco_use_PO,wcup_eco_use_SU,wcup_eco_use_num,wcup_eco_use_num_2out,wcup_eco_use_status
Asimina triloba,Asimina triloba,1,(L.) Dunal,Asimina triloba (L.) Dunal,Exact (with author),FALSE,1,0,2655435,Asimina triloba,(L.) Dunal,Species,Accepted,NA,72521-1,2655435,0,10,NA,NA,Exact (with author),72521-1,Species,Accepted,Annonaceae,NA,Asimina,NA,triloba,NA,NA,L.,Dunal,NA,Monogr. Anonac.,: 83,-1817,NA,SE. Canada to C. & E. U.S.A.,shrub or tree,temperate,Asimina triloba,(L.) Dunal,2655435,2641052,NA,NA,2655401,72521-1,NA,N,Matched to an accepted name,61.64862435,7.684349885,30.66702576,0,1,0,0,1,0,1,1,1,0,5,4,1
Asparagus officinalis,Asparagus officinalis,1,L.,Asparagus officinalis L.,Exact (with author),FALSE,1,0,275197,Asparagus officinalis,L.,Species,Accepted,NA,531229-1,275197,0,2,1917,NA,Exact (with author),531229-1,Species,Accepted,Asparagaceae,NA,Asparagus,NA,officinalis,NA,NA,NA,L.,NA,Sp. Pl.,: 313,-1753,NA,Europe to Mongolia,perennial,temperate,Asparagus officinalis,L.,275197,NA,NA,NA,274909,531229-1,NA,Y,Matched to an accepted name,0.225,90.06482922,9.705170783,0,1,0,1,1,0,0,1,1,0,5,3,1
Asperula tinctoria,Asperula tinctoria,1,L.,Asperula tinctoria L.,Exact (with author),FALSE,1,0,17159,Asperula tinctoria,L.,Species,Accepted,NA,744208-1,17159,0,2,1958,NA,Exact (with author),744208-1,Species,Accepted,Rubiaceae,NA,Asperula,NA,tinctoria,NA,NA,NA,L.,NA,Sp. Pl.,: 104,-1753,NA,Europe to W. Siberia,perennial,temperate,Asperula tinctoria,L.,17159,NA,NA,NA,16674,744208-1,NA,Y,Matched to an accepted name,1.615341908,46.97844673,51.40621136,0,1,0,0,0,0,0,1,0,0,2,2,1
Asphodelus albus,Asphodelus albus,1,Mill.,Asphodelus albus Mill.,Exact (with author),FALSE,1,0,275445,Asphodelus albus,Mill.,Species,Accepted,NA,531456-1,275445,0,5,NA,NA,Exact (with author),531456-1,Species,Accepted,Asphodelaceae,NA,Asphodelus,NA,albus,NA,NA,NA,Mill.,NA,Gard. Dict. ed. 8.,: n.?? 3,-1768,NA,W. France to WC. Spain and W. Alps,tuberous geophyte,temperate,Asphodelus albus,Mill.,275445,NA,NA,NA,275436,531456-1,NA,Y,Matched to an accepted name,31.07079955,68.92920045,0,0,1,0,0,0,1,0,1,0,0,3,3,1
Aspidosperma album,Aspidosperma album,1,(Vahl) Benoist ex Pichon,Aspidosperma album (Vahl) Benoist ex Pichon,Exact (with author),FALSE,1,0,17226,Aspidosperma album,(Vahl) Benoist ex Pichon,Species,Accepted,NA,77325-1,17226,0,24,NA,NA,Exact (with author),77325-1,Species,Accepted,Apocynaceae,NA,Aspidosperma,NA,album,NA,NA,Vahl,Benoist ex Pichon,NA,Bull. Mus. Natl. Hist. Nat.,", s??r. 2, 19: 367",-1948,NA,N. South America to Peru,tree,wet tropical,Aspidosperma album,(Vahl) Benoist ex Pichon,17226,116241,NA,NA,17223,77325-1,NA,Y,Matched to an accepted name,48.68501765,51.31498235,0,0,0,0,0,0,0,0,1,0,0,1,1,1
Astragalus cicer,Astragalus cicer,1,L.,Astragalus cicer L.,Exact (with author),FALSE,1,0,2658442,Astragalus cicer,L.,Species,Accepted,NA,476814-1,2658442,0,2,1959,NA,Exact (with author),476814-1,Species,Accepted,Fabaceae,NA,Astragalus,NA,cicer,NA,NA,NA,L.,NA,Sp. Pl.,: 757,-1753,NA,Europe to Caucasus,perennial,temperate,Astragalus cicer,L.,2658442,NA,NA,NA,2657136,476814-1,NA,Y,Matched to an accepted name,35.6681848,20.6737402,43.658075,1,1,0,0,0,1,0,1,0,0,4,4,1
Astragalus glycyphyllos,Astragalus glycyphyllos,1,L.,Astragalus glycyphyllos L.,Exact (with author),FALSE,1,0,2659600,Astragalus glycyphyllos,L.,Species,Accepted,NA,477635-1,2659600,0,2,1958,NA,Exact (with author),477635-1,Species,Accepted,Fabaceae,NA,Astragalus,NA,glycyphyllos,NA,NA,NA,L.,NA,Sp. Pl.,: 758,-1753,NA,Europe to Iran,perennial,temperate,Astragalus glycyphyllos,L.,2659600,NA,NA,NA,2657136,477635-1,NA,Y,Matched to an accepted name,32.33788946,33.68918855,33.97292199,0,0,0,0,0,0,0,1,0,0,1,1,1
Astrantia major,Astrantia major,1,L.,Astrantia major L.,Exact (with author),FALSE,1,0,2663972,Astrantia major,L.,Species,Accepted,NA,838340-1,2663972,0,2,NA,NA,Exact (with author),838340-1,Species,Accepted,Apiaceae,NA,Astrantia,NA,major,NA,NA,NA,L.,NA,Sp. Pl.,: 235,-1753,NA,C. & S. Europe to N. Caucasus,perennial,temperate,Astrantia major,L.,2663972,NA,NA,NA,2663941,838340-1,NA,N,Matched to an accepted name,64.43488439,3.011281046,32.55383457,0,1,0,0,0,0,0,1,1,0,3,2,1
Astrantia minor,Astrantia minor,1,L.,Astrantia minor L.,Exact (with author),FALSE,1,0,2663985,Astrantia minor,L.,Species,Accepted,NA,838344-1,2663985,0,2,NA,NA,Exact (with author),838344-1,Species,Accepted,Apiaceae,NA,Astrantia,NA,minor,NA,NA,NA,L.,NA,Sp. Pl.,: 235,-1753,NA,"Pyrenees, SW. Alps, N. Appennini",perennial,temperate,Astrantia minor,L.,2663985,NA,NA,NA,2663941,838344-1,NA,N,Matched to an accepted name,19.14,31.58,49.29,0,0,0,0,0,0,0,1,0,0,1,1,1
Astrocaryum standleyanum,Astrocaryum standleyanum,1,L.H.Bailey,Astrocaryum standleyanum L.H.Bailey,Exact (with author),FALSE,1,0,17579,Astrocaryum standleyanum,L.H.Bailey,Species,Accepted,NA,25887-2,17579,0,10,NA,NA,Exact (with author),25887-2,Species,Accepted,Arecaceae,NA,Astrocaryum,NA,standleyanum,NA,NA,NA,L.H.Bailey,NA,Gentes Herbarum,0.186111111,-1933,NA,Costa Rica to Ecuador,tree,wet tropical,Astrocaryum standleyanum,L.H.Bailey,17579,NA,NA,NA,17492,25887-2,NA,Y,Matched to an accepted name,55.92604386,37.08735944,6.981596698,0,1,1,0,1,0,1,1,0,1,6,6,1
Astronium urundeuva,Astronium urundeuva,1,Engl.,Astronium urundeuva Engl.,Exact (without author),FALSE,1,0,2664146,Astronium urundeuva,(Allem?o) Engl.,Species,Synonym,TRUE,69250-1,2364474,10,5,NA,NA,Exact (without author),301630-2,Species,Accepted,Anacardiaceae,NA,Myracrodruon,NA,urundeuva,NA,NA,NA,Allem?o,NA,"Trab. Comm. Sci. Expl., Bot.",1:03,-1862,NA,Bolivia to Brazil and N. Argentina,tree,seasonally dry tropical,Myracrodruon urundeuva,Allem?o,2364474,NA,NA,NA,2364470,301630-2,NA,N,Matched to an accepted name,46.85720836,50.22384129,2.918950351,0,0,0,0,0,0,0,0,0,0,0,0,0
Atriplex canescens,Atriplex canescens,2,(Pursh) Nutt.,Atriplex canescens (Pursh) Nutt.,Exact (with author),FALSE,1,0,2665120,Atriplex canescens,(Pursh) Nutt.,Species,Accepted,NA,1175090-2,2665120,0,13,2003,NA,Exact (with author),1175090-2,Species,Accepted,Amaranthaceae,NA,Atriplex,NA,canescens,NA,NA,Pursh,Nutt.,NA,Gen. N. Amer. Pl.,0.178472222,-1818,NA,WC. Canada to Mexico,shrub,temperate,Atriplex canescens,(Pursh) Nutt.,2665120,2692493,NA,NA,2664993,1175090-2,NA,N,Matched to an accepted name,2.41968656,0,97.58031344,1,1,0,0,0,0,0,1,1,0,4,3,1
Atriplex micrantha,Atriplex micrantha,1,Ledeb.,Atriplex micrantha Ledeb.,Exact (with author),FALSE,1,0,2665494,Atriplex micrantha,Ledeb.,Species,Accepted,NA,60448164-2,2665494,0,6,1931,NA,Exact (with author),60448164-2,Species,Accepted,Amaranthaceae,NA,Atriplex,NA,micrantha,NA,NA,NA,Ledeb.,NA,Icon. Pl. Fl. Ross.,1:11,-1829,NA,Ukraine to N. Xinjiang,annual,temperate,Atriplex micrantha,Ledeb.,2665494,NA,NA,NA,2664993,60448164-2,NA,N,Matched to an accepted name,59.82402034,7.818687247,32.35729241,0,0,0,0,0,0,0,0,0,0,0,0,0
Atriplex nummularia,Atriplex nummularia,2,Lindl.,Atriplex nummularia Lindl.,Exact (with author),FALSE,1,0,2665554,Atriplex nummularia,Lindl.,Species,Accepted,NA,306691-2,2665554,0,6,1994,NA,Exact (with author),306691-2,Species,Accepted,Amaranthaceae,NA,Atriplex,NA,nummularia,NA,NA,NA,Lindl.,T.L.Mitchell,J. Exped. Trop. Australia,: 64,-1848,NA,Australia,shrub,desert or dry shrubland,Atriplex nummularia,Lindl.,2665554,NA,NA,NA,2664993,306691-2,NA,N,Matched to an accepted name,4.459929004,95.540071,0,0,1,0,0,1,0,1,1,0,0,4,4,1
Atriplex patula,Atriplex patula,1,L.,Atriplex patula L.,Exact (with author),FALSE,1,0,2665629,Atriplex patula,L.,Species,Accepted,NA,26419-2,2665629,0,2,1941,NA,Exact (with author),26419-2,Species,Accepted,Amaranthaceae,NA,Atriplex,NA,patula,NA,NA,NA,L.,NA,Sp. Pl.,: 1053,-1753,NA,Temp. Northern Hemisphere,annual,temperate,Atriplex patula,L.,2665629,NA,NA,NA,2664993,26419-2,NA,N,Matched to an accepted name,53.81617028,0,46.18382972,0,0,0,0,0,0,0,1,1,0,2,1,1
Atropa belladonna,Atropa belladonna,2,L.,Atropa belladonna L.,Fuzzy (phonetic),FALSE,0.944,1,2665943,Atropa bella-donna,L.,Species,Accepted,NA,814358-1,2665943,0,2,1934,NA,Fuzzy (phonetic),814358-1,Species,Accepted,Solanaceae,NA,Atropa,NA,bella-donna,NA,NA,NA,L.,NA,Sp. Pl.,: 181,-1753,NA,"W. & C. Europe, Medit. to N. Iran",perennial,temperate,Atropa bella-donna,L.,2665943,NA,NA,NA,2665932,814358-1,NA,N,Matched to an accepted name,61.3055304,3.96,34.7344696,0,0,0,0,0,0,1,1,1,1,4,3,1
Attalea butyracea,Attalea butyracea,1,(Mutis ex L.f.) Wess.Boer,Attalea butyracea (Mutis ex L.f.) Wess.Boer,Exact (with author),FALSE,1,0,17772,Attalea butyracea,(Mutis ex L.f.) Wess.Boer,Species,Accepted,NA,1172851-2,17772,0,25,NA,NA,Exact (with author),1172851-2,Species,Accepted,Arecaceae,NA,Attalea,NA,butyracea,NA,NA,Mutis ex L.f.,Wess.Boer,NA,Pittieria,0.925,-1988,NA,S. Trop. America,tree,wet tropical,Attalea butyracea,(Mutis ex L.f.) Wess.Boer,17772,44588,NA,NA,17758,1172851-2,NA,Y,Matched to an accepted name,30.55132533,54.46776482,14.98090985,1,1,1,0,1,0,1,1,0,1,7,7,1
Aucuba japonica,Aucuba japonica,1,Thunb.,Aucuba japonica Thunb.,Exact (with author),FALSE,1,0,17884,Aucuba japonica,Thunb.,Species,Accepted,NA,271451-1,17884,0,6,1919,NA,Exact (with author),271451-1,Species,Accepted,Garryaceae,NA,Aucuba,NA,japonica,NA,NA,NA,Thunb.,NA,Nov. Gen. Pl.,0.167361111,-1783,NA,SE. China to Temp. E. Asia,shrub,temperate,Aucuba japonica,Thunb.,17884,NA,NA,NA,17861,271451-1,NA,Y,Matched to an accepted name,65.77815839,22.1056605,12.11618111,0,1,0,0,0,0,1,1,1,0,4,3,1
Aurinia saxatilis,Aurinia saxatilis,1,(L.) Desv.,Aurinia saxatilis (L.) Desv.,Exact (with author),FALSE,1,0,2666583,Aurinia saxatilis,(L.) Desv.,Species,Accepted,NA,278817-1,2666583,0,10,NA,NA,Exact (with author),278817-1,Species,Accepted,Brassicaceae,NA,Aurinia,NA,saxatilis,NA,NA,L.,Desv.,NA,J. Bot. Agric.,0.2375,-1815,NA,C. Europe to N. Balkan Pen.,subshrub,temperate,Aurinia saxatilis,(L.) Desv.,2666583,2632480,NA,NA,2666565,278817-1,NA,N,Matched to an accepted name,13.06187154,54.52949115,32.40863731,0,1,0,0,0,0,0,0,0,0,1,1,1
Avena barbata,Avena barbata,1,Pott ex Link,Avena barbata Pott ex Link,Exact (with author),FALSE,1,0,397352,Avena barbata,Pott ex Link,Species,Accepted,NA,391337-1,397352,0,12,1956,NA,Exact (with author),391337-1,Species,Accepted,Poaceae,NA,Avena,NA,barbata,NA,NA,NA,Pott ex Link,NA,J. Bot. (Schrader),1799(2): 315,-1800,NA,Medit. to C. Asia and W. Himalaya,annual,temperate,Avena barbata,Pott ex Link,397352,NA,NA,NA,451095,391337-1,NA,Y,Matched to an accepted name,15.27962955,40.25450027,44.46587019,1,1,0,1,0,0,0,1,1,0,5,3,1
Avena fatua,Avena fatua,3,L.,Avena fatua L.,Exact (with author),FALSE,1,0,397488,Avena fatua,L.,Species,Accepted,NA,391443-1,397488,0,2,1917,NA,Exact (with author),391443-1,Species,Accepted,Poaceae,NA,Avena,NA,fatua,NA,NA,NA,L.,NA,Sp. Pl.,: 80,-1753,NA,"Macaronesia, Temp. Eurasia, N. Africa",annual,temperate,Avena fatua,L.,397488,NA,NA,NA,451095,391443-1,NA,Y,Matched to an accepted name,47.55993156,25.6060481,26.83902034,1,0,0,1,0,0,0,1,1,0,4,2,1
Avena sativa,Avena sativa,1,L.,Avena sativa L.,Exact (with author),FALSE,1,0,397860,Avena sativa,L.,Species,Accepted,NA,391732-1,397860,0,2,1921,NA,Exact (with author),391732-1,Species,Accepted,Poaceae,NA,Avena,NA,sativa,NA,NA,NA,L.,NA,Sp. Pl.,: 79,-1753,NA,a cultigen from W. Asia,annual,temperate,Avena sativa,L.,397860,NA,NA,NA,451095,391732-1,NA,Y,Matched to an accepted name,57.69933092,10.07402513,32.22164395,1,1,0,1,1,0,1,1,1,0,7,5,1
Avena sterilis,Avena sterilis,2,L.,Avena sterilis L.,Exact (with author),FALSE,1,0,397959,Avena sterilis,L.,Species,Accepted,NA,391787-1,397959,0,2,1957,NA,Exact (with author),391787-1,Species,Accepted,Poaceae,NA,Avena,NA,sterilis,NA,NA,NA,L.,NA,Sp. Pl. ed. 2.,: 118,-1762,", nom. cons.","Canary Is., Medit. to W. Himalaya and Kenya",annual,temperate,Avena sterilis,L.,397959,NA,NA,NA,451095,391787-1,NA,Y,Matched to an accepted name,37.9833619,18.93354796,43.08309014,1,0,0,1,1,0,1,1,1,0,6,4,1
Averrhoa carambola,Averrhoa carambola,1,L.,Averrhoa carambola L.,Exact (with author),FALSE,1,0,2666746,Averrhoa carambola,L.,Species,Accepted,NA,371870-1,2666746,0,2,1917,NA,Exact (with author),371870-1,Species,Accepted,Oxalidaceae,NA,Averrhoa,NA,carambola,NA,NA,NA,L.,NA,Sp. Pl.,: 428,-1753,NA,C. & E. Jawa to Maluku,tree,wet tropical,Averrhoa carambola,L.,2666746,NA,NA,NA,2666741,371870-1,NA,N,Matched to an accepted name,41.69321478,52.51158839,5.795196829,1,1,0,1,1,0,1,1,0,0,6,5,1
Axonopus fissifolius,Axonopus fissifolius,2,(Raddi) Kuhlm.,Axonopus fissifolius (Raddi) Kuhlm.,Exact (with author),FALSE,1,0,398428,Axonopus fissifolius,(Raddi) Kuhlm.,Species,Accepted,NA,27338-2,398428,0,14,1964,NA,Exact (with author),27338-2,Species,Accepted,Poaceae,NA,Axonopus,NA,fissifolius,NA,NA,Raddi,Kuhlm.,NA,Relat. Commiss. Linhas Telegr. Estrat??g. Matto Grosso Amazonas,5(11): 87,-1922,NA,C. & SE. U.S.A. to Trop. & Subtrop. America,annual or perennial,seasonally dry tropical,Axonopus fissifolius,(Raddi) Kuhlm.,398428,431593,NA,NA,451101,27338-2,NA,Y,Matched to an accepted name,25.04742918,43.66822429,31.28434653,1,1,0,0,0,0,0,1,0,0,3,3,1
Bacopa caroliniana,Bacopa caroliniana,2,(Walter) B.L.Rob.,Bacopa caroliniana (Walter) B.L.Rob.,Exact (with author),FALSE,1,0,2667589,Bacopa caroliniana,(Walter) B.L.Rob.,Species,Accepted,NA,28288-2,2667589,0,17,NA,NA,Exact (with author),28288-2,Species,Accepted,Plantaginaceae,NA,Bacopa,NA,caroliniana,NA,NA,Walter,B.L.Rob.,NA,Rhodora,0.4625,-1908,NA,"SE. U.S.A. to Texas, Cuba",semiaquatic subshrub,temperate,Bacopa caroliniana,(Walter) B.L.Rob.,2667589,2387863,NA,NA,2667566,28288-2,NA,N,Matched to an accepted name,11.21043039,0,88.78956961,0,0,0,0,0,0,0,1,0,0,1,1,1
Bactris gasipaes,Bactris gasipaes,1,Kunth,Bactris gasipaes Kunth,Exact (with author),FALSE,1,0,18855,Bactris gasipaes,Kunth,Species,Accepted,NA,28453-2,18855,0,5,NA,NA,Exact (with author),28453-2,Species,Accepted,Arecaceae,NA,Bactris,NA,gasipaes,NA,NA,NA,Kunth,"F.W.H.A.von Humboldt, A.J.A.Bonpland & C.S.Kunth",Nov. Gen. Sp.,0.251388889,-1816,", nom. cons.",C. & S. Trop. America,tree,wet tropical,Bactris gasipaes,Kunth,18855,NA,NA,NA,18728,28453-2,NA,Y,Matched to an accepted name,65.3918418,34.6081582,0,1,1,1,0,1,0,1,1,0,1,7,7,1
Baldellia ranunculoides,Baldellia ranunculoides,1,(L.) Parl.,Baldellia ranunculoides (L.) Parl.,Exact (with author),FALSE,1,0,300116,Baldellia ranunculoides,(L.) Parl.,Species,Accepted,NA,58276-1,300116,0,10,NA,NA,Exact (with author),58276-1,Species,Accepted,Alismataceae,NA,Baldellia,NA,ranunculoides,NA,NA,L.,Parl.,NA,Nuov. Gen. Sp. Monocot.,: 58,-1854,NA,"Azores, Europe to Medit.",helophyte or perennial,temperate,Baldellia ranunculoides,(L.) Parl.,300116,294852,NA,NA,300114,58276-1,NA,Y,Matched to an accepted name,29.98416478,0,70.01583522,0,0,0,0,0,0,0,0,0,0,0,0,0
Balsamorhiza sagittata,Balsamorhiza sagittata,1,(Pursh) Nutt.,Balsamorhiza sagittata (Pursh) Nutt.,Exact (with author),FALSE,1,0,3121063,Balsamorhiza sagittata,(Pursh) Nutt.,Species,Synonym,TRUE,1103602-2,3217172,0,13,NA,NA,Exact (with author),77164261-1,Species,Accepted,Asteraceae,NA,Wyethia,NA,sagittata,NA,NA,Pursh,Mabb.,NA,Mabberley's Pl.-Book,", ed. 4: 1102",-2017,NA,W. Canada to W. & WC. U.S.A.,NA,temperate,Wyethia sagittata,(Pursh) Mabb.,3217172,3121060,NA,NA,3133758,77164261-1,NA,N,Matched to an accepted name,60.73443154,37.65341002,1.61215844,0,0,0,0,0,0,0,1,0,0,1,1,1
Banksia marginata,Banksia marginata,1,Cav.,Banksia marginata Cav.,Exact (with author),FALSE,1,0,2669160,Banksia marginata,Cav.,Species,Accepted,NA,703136-1,2669160,0,4,NA,NA,Exact (with author),703136-1,Species,Accepted,Proteaceae,NA,Banksia,NA,marginata,NA,NA,NA,Cav.,NA,Anales Hist. Nat.,0.199305556,-1799,NA,SE. Australia,shrub or tree,subtropical,Banksia marginata,Cav.,2669160,NA,NA,NA,2669006,703136-1,NA,N,Matched to an accepted name,7.524868396,92.4751316,0,0,1,0,1,0,0,1,0,0,0,3,2,1
Bauhinia divaricata,Bauhinia divaricata,1,L.,Bauhinia divaricata L.,Exact (with author),FALSE,1,0,2671531,Bauhinia divaricata,L.,Species,Accepted,NA,316400-2,2671531,0,2,NA,NA,Exact (with author),316400-2,Species,Accepted,Fabaceae,NA,Bauhinia,NA,divaricata,NA,NA,NA,L.,NA,Sp. Pl.,: 374,-1753,NA,"Mexico to C. America, Caribbean",shrub or tree,wet tropical,Bauhinia divaricata,L.,2671531,NA,NA,NA,2671275,316400-2,NA,Y,Matched to an accepted name,55.69306229,29.40499389,14.90194383,0,1,0,0,0,0,1,1,0,0,3,3,1
Bellis perennis,Bellis perennis,2,L.,Bellis perennis L.,Exact (with author),FALSE,1,0,2922692,Bellis perennis,L.,Species,Accepted,NA,184409-1,2922692,0,2,1923,NA,Exact (with author),184409-1,Species,Accepted,Asteraceae,NA,Bellis,NA,perennis,NA,NA,NA,L.,NA,Sp. Pl.,: 886,-1753,NA,"Madeira, Europe to Medit. and C. Asia",perennial,temperate,Bellis perennis,L.,2922692,NA,NA,NA,3133788,184409-1,NA,N,Matched to an accepted name,31.41841177,0.239674625,68.3419136,0,1,0,0,0,0,0,1,0,0,2,2,1
Berberis aquifolium,Berberis aquifolium,1,Pursh,Berberis aquifolium Pursh,Exact (with author),FALSE,1,0,2673426,Berberis aquifolium,Pursh,Species,Accepted,NA,31334-2,2673426,0,5,NA,NA,Exact (with author),31334-2,Species,Accepted,Berberidaceae,NA,Berberis,NA,aquifolium,NA,NA,NA,Pursh,NA,Fl. Amer. Sept.,0.19375,-1813,NA,SW. Canada to N. California,subshrub or shrub,temperate,Berberis aquifolium,Pursh,2673426,NA,NA,NA,2673360,31334-2,NA,N,Matched to an accepted name,49.11294358,50.88705642,0,0,1,0,0,0,0,1,1,0,0,3,3,1
Berberis repens,Berberis repens,1,Lindl.,Berberis repens Lindl.,Exact (with author),FALSE,1,0,2674362,Berberis repens,Lindl.,Species,Accepted,NA,31531-2,2674362,0,6,NA,NA,Exact (with author),31531-2,Species,Accepted,Berberidaceae,NA,Berberis,NA,repens,NA,NA,NA,Lindl.,NA,Bot. Reg.,14: t. 1176,-1828,NA,W. Canada to W. & C. U.S.A.,subshrub,temperate,Berberis repens,Lindl.,2674362,NA,NA,NA,2673360,31531-2,NA,N,Matched to an accepted name,25.48383291,68.055587740000007,6.460579353,0,0,0,0,0,0,0,1,0,0,1,1,1
Berberis vulgaris,Berberis vulgaris,1,L.,Berberis vulgaris L.,Exact (with author),FALSE,1,0,2674612,Berberis vulgaris,L.,Species,Accepted,NA,328527-2,2674612,0,2,1920,NA,Exact (with author),328527-2,Species,Accepted,Berberidaceae,NA,Berberis,NA,vulgaris,NA,NA,NA,L.,NA,Sp. Pl.,: 330,-1753,NA,Europe to W. & N. Iran,shrub,temperate,Berberis vulgaris,L.,2674612,NA,NA,NA,2673360,328527-2,NA,N,Matched to an accepted name,16.18695345,61.53063196,22.28241458,0,0,0,0,1,0,1,1,1,0,4,3,1
Beta vulgaris,Beta vulgaris,1,L.,Beta vulgaris L.,Exact (with author),FALSE,1,0,2675613,Beta vulgaris,L.,Species,Accepted,NA,164505-1,2675613,0,2,1910,NA,Exact (with author),164505-1,Species,Accepted,Amaranthaceae,NA,Beta,NA,vulgaris,NA,NA,NA,L.,NA,Sp. Pl.,: 222,-1753,NA,"Azores, W. Europe to Medit. and India",biennial or perennial,temperate,Beta vulgaris,L.,2675613,NA,NA,NA,2675545,164505-1,NA,N,Matched to an accepted name,75.88814526,0.475097098,23.63675764,1,1,1,1,1,0,1,1,1,0,8,6,1
Betula alleghaniensis,Betula alleghaniensis,1,Britton,Betula alleghaniensis Britton,Exact (with author),FALSE,1,0,21135,Betula alleghaniensis,Britton,Species,Accepted,NA,32106-2,21135,0,7,NA,NA,Exact (with author),32106-2,Species,Accepted,Betulaceae,NA,Betula,NA,alleghaniensis,NA,NA,NA,Britton,NA,Bull. Torrey Bot. Club,31: 166,-1904,NA,E. Canada to NC. & E. U.S.A.,tree,temperate,Betula alleghaniensis,Britton,21135,NA,NA,NA,21065,32106-2,NA,Y,Matched to an accepted name,23.09895298,48.0126274,28.88841962,0,0,1,0,0,0,1,1,0,0,3,3,1
Betula papyrifera,Betula papyrifera,1,Marshall,Betula papyrifera Marshall,Exact (with author),FALSE,1,0,21557,Betula papyrifera,Marshall,Species,Accepted,NA,32197-2,21557,0,8,NA,NA,Exact (with author),32197-2,Species,Accepted,Betulaceae,NA,Betula,NA,papyrifera,NA,NA,NA,Marshall,NA,Arbust. Amer.,: 19,-1785,NA,"Subarctic America to Canada, N. U.S.A. to Virginia",tree,temperate,Betula papyrifera,Marshall,21557,NA,NA,NA,21065,32197-2,NA,Y,Matched to an accepted name,30.45925893,51.00878719,18.53195389,0,1,1,0,0,0,1,1,0,0,4,4,1
Betula pubescens,Betula pubescens,1,Ehrh.,Betula pubescens Ehrh.,Exact (with author),FALSE,1,0,21636,Betula pubescens,Ehrh.,Species,Accepted,NA,295185-1,21636,0,5,1954,NA,Exact (with author),295185-1,Species,Accepted,Betulaceae,NA,Betula,NA,pubescens,NA,NA,NA,Ehrh.,NA,Beitr. Naturk. Verw. Wiss.,0.318055556,-1791,NA,"Newfoundland to Greenland, Europe to Russian Far East and N. Iran",tree,temperate,Betula pubescens,Ehrh.,21636,NA,NA,NA,21065,295185-1,NA,Y,Matched to an accepted name,26.58952592,48.36193292,25.04854116,0,1,0,0,0,0,1,1,0,0,3,3,1
Bidens frondosa,Bidens frondosa,3,L.,Bidens frondosa L.,Exact (with author),FALSE,1,0,2925678,Bidens frondosa,L.,Species,Accepted,NA,315743-2,2925678,0,2,1933,NA,Exact (with author),315743-2,Species,Accepted,Asteraceae,NA,Bidens,NA,frondosa,NA,NA,NA,L.,NA,Sp. Pl.,: 832,-1753,NA,Canada to U.S.A.,NA,temperate,Bidens frondosa,L.,2925678,NA,NA,NA,3013108,315743-2,NA,N,Matched to an accepted name,48.40663079,3.509835921,48.08353329,0,0,0,0,0,0,0,1,0,0,1,1,1
Bituminaria bituminosa,Bituminaria bituminosa,1,(L.) C.H.Stirt.,Bituminaria bituminosa (L.) C.H.Stirt.,Exact (with author),FALSE,1,0,2676873,Bituminaria bituminosa,(L.) C.H.Stirt.,Species,Accepted,NA,908440-1,2676873,0,15,NA,NA,Exact (with author),908440-1,Species,Accepted,Fabaceae,NA,Bituminaria,NA,bituminosa,NA,NA,L.,C.H.Stirt.,NA,Bothalia,0.7625,-1981,NA,Medit. to Caucasus,"annual, perennial or subshrub",temperate,Bituminaria bituminosa,(L.) C.H.Stirt.,2676873,2532742,NA,NA,2676871,908440-1,NA,Y,Matched to an accepted name,23.23270946,52.92311091,23.84417964,1,1,0,0,0,0,0,1,0,0,3,3,1
Bolboschoenus fluviatilis,Bolboschoenus fluviatilis,1,(Torr.) Soj??k,Bolboschoenus fluviatilis (Torr.) Soj??k,Exact (without author),FALSE,1,0,221898,Bolboschoenus fluviatilis,(Torr.) Soj??k,Species,Accepted,NA,1010250-2,221898,8,11,NA,NA,Exact (without author),1010250-2,Species,Accepted,Cyperaceae,NA,Bolboschoenus,NA,fluviatilis,NA,NA,Torr.,Soj??k,NA,"Cas. N??r. Mus., Odd. Pr??r.",141: 62,-1972,NA,"E. Australia to New Zealand, N. America to NE. Mexico",perennial,temperate,Bolboschoenus fluviatilis,(Torr.) Soj??k,221898,264455,NA,NA,221891,1010250-2,NA,Y,Matched to an accepted name,47.1189952,52.0807442,0.800260597,0,0,0,0,0,0,0,1,0,0,1,1,1
